pl_name,hostname,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff
11 Com b,11 Com,1,0,323.21000000,1.178000,12.200,1.090,4914.89849,15.46400,Msini,14.900000,G8 III,4874.00
11 UMi b,11 UMi,1,0,516.21997000,1.530000,12.300,1.090,4684.81420,14.74000,Msini,13.800000,K4 III,4213.00
14 And b,14 And,1,0,186.76000000,0.775000,13.100,1.160,1131.15130,3.55900,Msini,2.760000,K0 III,4888.00
14 Her b,14 Her,2,0,1765.03890000,2.774000,12.600,1.120,2559.47216,8.05300,Mass,7.030000,K0 V,5338.00
16 Cyg B b,16 Cyg B,1,0,798.50000000,1.660000,13.500,1.200,565.73740,1.78000,Msini,1.260000,G3 V,5750.00
17 Sco b,17 Sco,1,0,578.38000000,1.450000,12.900,1.150,1373.01872,4.32000,Msini,3.510000,K3 III,4157.00
18 Del b,18 Del,1,0,982.85000000,2.476000,12.500,1.120,2926.24614,9.20700,Msini,8.230000,G6 III,4980.00
24 Boo b,24 Boo,1,0,30.33000000,0.194000,13.900,1.240,280.64248,0.88300,Msini,0.574000,G3 IV,4816.00
24 Sex b,24 Sex,2,0,452.80000000,1.333000,13.400,1.190,632.46000,1.99000,Msini,1.440000,K0 IV,5098.00
24 Sex c,24 Sex,2,0,883.00000000,2.080000,13.900,1.240,273.32000,0.86000,Msini,0.559000,K0 IV,5098.00
2MASS J19383260+4603591 b,2MASS J19383260+4603591,3,0,406.00000000,0.920000,13.400,1.200,603.87700,1.90000,Mass,1.380000,,29564.00
30 Ari B b,30 Ari B,1,0,335.10001000,0.990000,12.300,1.100,4392.41060,13.82000,Msini,13.000000,F6 V,6331.00
4 UMa b,4 UMa,1,0,270.27000000,0.877000,12.600,1.120,2511.48007,7.90200,Msini,6.900000,K1 III,4415.00
42 Dra b,42 Dra,1,0,479.10000000,1.190000,13.000,1.160,1233.13000,3.88000,Msini,3.080000,K1.5 III,4200.00
47 UMa b,47 UMa,3,0,1078.00000000,2.100000,13.200,1.180,804.08000,2.53000,Msini,1.920000,G0 V,5872.00
47 UMa c,47 UMa,3,0,2391.00000000,3.600000,14.200,1.270,171.62100,0.54000,Msini,0.329000,G1 V,5872.00
47 UMa d,47 UMa,3,0,14002.00000000,11.600000,13.500,1.200,521.22000,1.64000,Msini,1.160000,G0V,5872.00
51 Eri b,51 Eri,1,0,11688.00000000,13.200000,13.400,1.190,635.66000,2.00000,Mass,1.450000,F0 IV,7295.00
51 Peg b,51 Peg,1,0,4.23078500,0.052700,14.300,1.270,146.20180,0.46000,Mass,0.275000,G5V,5758.00
55 Cnc b,55 Cnc,5,0,14.65160000,0.113400,13.900,1.240,263.97850,0.83060,Mass,0.540000,K0 IV-V,5172.00
55 Cnc c,55 Cnc,5,0,44.39890000,0.237300,8.510,0.760,54.47380,0.17140,Mass,0.486000,G8V,5172.00
55 Cnc d,55 Cnc,5,0,5574.20000000,5.957000,13.000,1.160,1232.49300,3.87800,Mass,3.080000,G8 V,5172.00
55 Cnc e,55 Cnc,5,0,0.73654740,0.015440,1.875,0.167,7.99000,0.02514,Mass,6.660000,G8 V,5172.00
55 Cnc f,55 Cnc,5,0,259.88000000,0.770800,7.590,0.677,44.81200,0.14100,Mass,0.563000,G8V,5172.00
6 Lyn b,6 Lyn,1,0,919.86000000,2.028000,13.400,1.200,597.83523,1.88100,Msini,1.370000,K0 IV,4941.00
61 Vir b,61 Vir,3,0,4.21500000,0.050201,2.110,0.188,5.10000,0.01600,Msini,2.980000,G5 V,5577.00
61 Vir c,61 Vir,3,0,38.02100000,0.217500,4.460,0.398,18.20000,0.05700,Msini,1.130000,G5 V,5577.00
61 Vir d,61 Vir,3,0,123.01000000,0.476000,5.110,0.456,22.90000,0.07200,Msini,0.943000,G5 V,5577.00
7 CMa b,7 CMa,2,0,735.10000000,1.758000,13.400,1.200,587.98550,1.85000,Msin(i)/sin(i),1.340000,K1 III,4826.00
7 CMa c,7 CMa,2,0,996.00000000,2.153000,13.900,1.240,276.51210,0.87000,Msin(i)/sin(i),0.566000,K1III(+M),4826.00
70 Vir b,70 Vir,1,0,116.68800000,0.481000,12.600,1.130,2380.45000,7.49000,Mass,6.540000,G5V,5495.00
75 Cet b,75 Cet,2,0,696.62000000,1.912000,13.300,1.180,787.89662,2.47900,Msini,1.840000,G3 III,4809.00
75 Cet c,75 Cet,2,0,2051.62000000,3.929000,13.900,1.240,289.85951,0.91200,Msini,0.593000,G3 III,4809.00
8 UMi b,8 UMi,1,0,93.40000000,0.490000,13.600,1.220,416.35730,1.31000,Msini,0.910000,K0,4847.00
81 Cet b,81 Cet,1,0,1005.57000000,2.104000,13.100,1.170,1051.05854,3.30700,Msini,2.570000,G5 III,4734.00
91 Aqr b,91 Aqr,1,0,181.40000000,0.700000,13.100,1.170,1017.00000,3.20000,Msini,2.490000,K0 III,4665.00
AF Lep b,AF Lep,1,0,8030.00000000,8.400000,13.100,1.170,1017.05090,3.20000,Mass,2.490000,F8 V,6130.00
AU Mic b,AU Mic,3,0,8.46299910,0.064500,3.957,0.353,20.12000,0.06330,Mass,1.320000,M1,3665.00
AU Mic c,AU Mic,3,0,18.85899100,0.110100,3.240,0.289,9.60000,0.03020,Mass,1.220000,M1,3665.00
BD+03 2562 b,BD+03 2562,1,0,481.90000000,1.300000,12.700,1.130,2034.11200,6.40000,Msini,5.460000,,4095.00
BD+14 4559 b,BD+14 4559,1,0,268.94000000,0.780000,13.800,1.230,330.54320,1.04000,Msini,0.691000,K2 V,4864.00
BD+15 2375 b,BD+15 2375,1,0,153.22000000,0.576000,13.800,1.230,337.21763,1.06100,Msini,0.705000,G5,4649.00
BD+15 2940 b,BD+15 2940,1,0,137.48000000,0.539000,13.700,1.230,352.78000,1.11000,Msini,0.754000,K0,4796.00
BD+20 2457 b,BD+20 2457,2,0,379.63000000,1.450000,12.100,1.080,6807.63000,21.42000,Msini,21.100000,K2 II,4137.00
BD+20 2457 c,BD+20 2457,2,0,621.99000000,2.010000,12.400,1.100,3963.17000,12.47000,Msini,11.400000,K2 II,4137.00
BD+20 274 b,BD+20 274,1,0,578.20000000,1.300000,13.000,1.160,1334.88600,4.20000,Msini,3.340000,K5 III,4296.00
BD+20 594 b,BD+20 594,1,0,41.68550000,0.241000,2.578,0.230,22.24810,0.07000,Mass,7.890000,G,5766.00
BD+45 564 b,BD+45 564,1,0,307.88000000,0.830000,13.600,1.210,432.24663,1.36000,Msini,0.944000,K1,5004.00
BD+48 738 b,BD+48 738,1,0,392.60000000,1.000000,13.900,1.240,289.22530,0.91000,Msini,0.592000,K0 III,4414.00
BD+48 740 b,BD+48 740,1,0,733.00000000,1.700000,13.500,1.200,540.31100,1.70000,Msini,1.210000,K3 III,4534.00
BD+49 828 b,BD+49 828,1,0,2590.00000000,4.200000,13.500,1.210,508.50000,1.60000,Msini,1.140000,K0,4943.00
BD+55 362 b,BD+55 362,1,0,265.59000000,0.780000,14.000,1.250,228.83645,0.72000,Msini,0.458000,K3,5012.00
BD+63 1405 b,BD+63 1405,1,0,1198.48000000,2.060000,12.400,1.110,3305.41543,10.40000,Mass,9.530000,K0,5000.00
BD-00 4475 b,BD-00 4475,1,0,723.20000000,1.480000,12.000,1.070,7961.60160,25.05000,Msini,25.300000,G0,5040.00
BD-06 1339 c,BD-06 1339,2,0,125.94000000,0.435000,8.380,0.747,53.00000,0.17000,Msini,0.495000,K7/M0 V,4324.00
BD-08 2823 b,BD-08 2823,2,0,5.60000000,0.060000,3.610,0.322,12.71320,0.04000,Msini,1.480000,K3 V,4816.00
BD-08 2823 c,BD-08 2823,2,0,237.60000000,0.680000,12.500,1.110,104.00000,0.33000,Msini,0.293000,K3 V,4746.00
BD-10 3166 b,BD-10 3166,1,0,3.48777000,0.040000,14.100,1.260,187.51970,0.59000,Msini,0.368000,K0 V,5393.00
BD-11 4672 b,BD-11 4672,2,0,1634.00000000,2.360000,14.100,1.250,206.58950,0.65000,Msini,0.405000,K7 V,4550.00
BD-11 4672 c,BD-11 4672,2,0,74.20000000,0.300000,4.040,0.360,15.37000,0.04836,Msini,1.280000,K7V,4550.00
BD-13 2130 b,BD-13 2130,1,0,714.29999000,1.660000,12.500,1.110,3108.37740,9.78000,Msini,8.750000,G5 IV/V,4545.00
BD-17 63 b,BD-17 63,1,0,655.60000000,1.340000,12.800,1.150,1620.90000,5.10000,Msini,4.250000,K5 V,4714.00
BD-210397 b,BD-210397,2,0,1891.00000000,2.630000,14.000,1.250,214.00000,0.70000,Msini,0.429000,K7 V,4051.00
BD-210397 c,BD-210397,2,0,6240.00000000,5.900000,12.900,1.150,1525.57635,4.80000,Mass,3.910000,K7 V,4051.00
CD Cet b,CD Cet,1,0,2.29070000,0.018500,1.820,0.162,3.95000,0.01243,Msini,3.600000,M5.0 V,3130.00
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,0,10037.50000000,2.600000,12.400,1.110,3337.10000,10.50000,Mass,9.620000,,580.50
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,0,8040000.00000000,200.000000,20.849,1.860,2479.06157,7.80000,Mass,1.500000,M9-L1,2320.00
CI Tau c,CI Tau,1,0,25.20000000,0.170000,13.000,1.160,1144.18227,3.60000,Msini,2.860000,K7,3807.00
COCONUTS-2 b,COCONUTS-2 A,1,0,402000000.00000000,7506.000000,12.442,1.110,2002.31896,6.30000,Mass,5.710000,M3 V,3406.00
CoRoT-1 b,CoRoT-1,1,0,1.50895570,0.027520,16.700,1.490,327.35000,1.03000,Mass,0.380000,G0 V,5950.00
CoRoT-10 b,CoRoT-10,1,0,13.24060000,0.105500,10.870,0.970,874.00000,2.75000,Mass,3.700000,K1 V,5075.00
CoRoT-11 b,CoRoT-11,1,0,2.99433000,0.043600,16.030,1.430,740.51000,2.33000,Mass,0.990000,F6 V,6440.00
CoRoT-12 b,CoRoT-12,1,0,2.82804200,0.040160,16.140,1.440,291.43800,0.91700,Mass,0.411000,,5675.00
CoRoT-13 b,CoRoT-13,1,0,4.03519000,0.051000,9.920,0.885,415.70400,1.30800,Mass,2.340000,G0 V,5945.00
CoRoT-14 b,CoRoT-14,1,0,1.51214000,0.027000,12.220,1.090,2415.40000,7.60000,Mass,7.300000,F9 V,6035.00
CoRoT-16 b,CoRoT-16,1,0,5.35227000,0.061800,13.110,1.170,170.03200,0.53500,Mass,0.440000,G5 V,5650.00
CoRoT-17 b,CoRoT-17,1,0,3.76810000,0.046100,11.430,1.020,772.29000,2.43000,Mass,2.820000,G2 V,5740.00
CoRoT-18 b,CoRoT-18,1,0,1.90006930,0.029500,14.680,1.310,1102.82000,3.47000,Mass,2.200000,G9 V,5440.00
CoRoT-19 b,CoRoT-19,1,0,3.89713000,0.051800,14.460,1.290,352.78000,1.11000,Mass,0.710000,F9 V,6090.00
CoRoT-2 b,CoRoT-2,1,0,1.74299350,0.027980,16.432,1.466,1102.82000,3.47000,Mass,1.470000,,5625.00
CoRoT-20 b,CoRoT-20,2,0,9.24285000,0.090000,9.416,0.840,1366.66900,4.30000,Mass,8.870000,G2 V,5880.00
CoRoT-20 c,CoRoT-20,2,0,1675.00000000,2.900000,12.200,1.090,5403.11000,17.00000,Msini,16.400000,G2 V,4947.50
CoRoT-21 b,CoRoT-21,1,0,2.72474000,0.041700,14.572,1.300,718.29580,2.26000,Mass,1.360000,F8 IV,6200.00
CoRoT-22 b,CoRoT-22,1,0,9.75598000,0.092000,4.880,0.435,12.20000,0.03800,Mass,0.249000,G3 V,5939.00
CoRoT-23 b,CoRoT-23,1,0,3.63130000,0.048000,11.770,1.050,889.90000,2.80000,Mass,3.000000,G0 V,5900.00
CoRoT-24 b,CoRoT-24,2,0,5.11340000,0.056000,3.700,0.330,5.70000,0.01800,Mass,0.900000,K1 V,4950.00
CoRoT-24 c,CoRoT-24,2,0,11.75900000,0.098000,5.000,0.440,28.00000,0.08800,Mass,1.300000,K1 V,4950.00
CoRoT-25 b,CoRoT-25,1,0,4.86069000,0.057800,12.110,1.080,85.81000,0.27000,Mass,0.150000,F9,6040.00
CoRoT-26 b,CoRoT-26,1,0,4.20474000,0.052600,14.120,1.260,165.26000,0.52000,Mass,0.280000,G5,5590.00
CoRoT-27 b,CoRoT-27,1,0,3.57532000,0.047600,11.287,1.007,3302.11000,10.39000,Mass,12.600000,G2,5900.00
CoRoT-28 b,CoRoT-28,1,0,5.20851000,0.060300,10.705,0.955,153.82972,0.48400,Mass,0.690000,G8/9 IV,5150.00
CoRoT-29 b,CoRoT-29,1,0,2.85057000,0.038600,10.088,0.900,270.15550,0.85000,Mass,1.450000,K0 V,5260.00
CoRoT-3 b,CoRoT-3,1,0,4.25680000,0.057830,11.320,1.010,6883.91000,21.66000,Mass,26.400000,F3 V,6740.00
CoRoT-30 b,CoRoT-30,1,0,9.06005000,0.084400,11.310,1.009,921.70700,2.90000,Mass,3.450000,G3 V,5650.00
CoRoT-31 b,CoRoT-31,1,0,4.62941000,0.058600,16.365,1.460,266.97720,0.84000,Mass,0.330000,G2 IV,5700.00
CoRoT-35 b,CoRoT-35,1,0,3.22748000,0.042900,18.831,1.680,349.61125,1.10000,Mass,0.290000,F6 V,6390.00
CoRoT-36 b,CoRoT-36,1,0,5.61653100,0.066000,15.805,1.410,216.12332,0.68000,Mass,0.250000,F3 V,6730.00
CoRoT-4 b,CoRoT-4,1,0,9.20205000,0.090000,13.340,1.190,228.83000,0.72000,Mass,0.525000,,6190.00
CoRoT-5 b,CoRoT-5,1,0,4.03789620,0.049470,15.558,1.388,148.42000,0.46700,Mass,0.217000,F9 V,6100.00
CoRoT-6 b,CoRoT-6,1,0,8.88659300,0.085500,13.068,1.166,940.74000,2.96000,Mass,2.320000,F9 V,6090.00
CoRoT-7 b,CoRoT-7,3,0,0.85359163,0.017016,1.681,0.150,4.07661,0.01283,Mass,9.355000,G9 V,5275.00
CoRoT-7 c,CoRoT-7,3,0,3.69800000,0.046000,2.830,0.253,8.40000,0.02643,Mass,2.040000,G9 V,5256.00
CoRoT-8 b,CoRoT-8,1,0,6.21229000,0.063000,6.390,0.570,69.92000,0.22000,Mass,1.600000,K1 V,5080.00
CoRoT-9 b,CoRoT-9,1,0,95.27265600,0.402100,11.949,1.066,266.97720,0.84000,Mass,0.860000,G3 V,5625.00
CoRoTID 223977153 b,CoRoTID 223977153,1,0,6.71837000,0.071000,6.389,0.570,47.67450,0.15000,Mass,1.100000,G0 VI,5970.00
DE CVn b,DE CVn,1,0,4098.10000000,5.750000,12.400,1.100,3823.27330,12.02930,Msin(i)/sin(i),11.000000,,3579.00
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,0,246.36000000,0.360000,11.900,1.060,9057.77000,28.50000,Mass,29.500000,L1.5,
DMPP-1 b,DMPP-1,4,0,18.57000000,0.146200,5.290,0.472,24.27000,0.07636,Msini,0.901000,F8 V,6196.00
DMPP-1 c,DMPP-1,4,0,6.58400000,0.073300,3.060,0.273,9.60000,0.03020,Msini,1.840000,F8 V,6196.00
DMPP-1 d,DMPP-1,4,0,2.88200000,0.042200,1.650,0.147,3.35000,0.01054,Msini,4.100000,F8 V,6196.00
DMPP-1 e,DMPP-1,4,0,5.51600000,0.065100,1.860,0.166,4.13000,0.01299,Msini,3.530000,F8 V,6196.00
DMPP-2 b,DMPP-2,1,0,5.20720000,0.066400,14.300,1.280,138.89171,0.43700,Msini,0.261000,F5 V,6500.00
DMPP-3 A b,DMPP-3 A,1,0,6.67320000,0.066200,1.410,0.126,2.58000,0.00812,Msini,5.060000,K0 V,5138.00
DMPP-4 b,DMPP-4,1,0,3.49820000,0.048530,3.530,0.315,12.20000,0.03839,Msini,1.520000,F5-F8 V,6400.00
DP Leo b,DP Leo,1,0,10220.00000000,8.190000,12.700,1.140,1995.88832,6.28000,Mass,5.350000,,13500.00
EPIC 201170410.02,EPIC 201170410,1,0,6.79870000,0.034900,1.047,0.093,1.15000,0.00360,M-R relationship,5.510000,,3648.00
EPIC 201757695.02,EPIC 201757695,1,0,2.04780000,0.029600,0.908,0.081,0.68800,0.00217,M-R relationship,5.050000,,4520.00
EPIC 201841433 b,EPIC 201841433,1,0,4.16980000,0.035000,1.040,0.093,1.12000,0.00352,M-R relationship,5.470000,,5053.00
EPIC 211822797 b,EPIC 211822797,1,0,21.17019630,0.119500,1.920,0.171,4.35000,0.01370,M-R relationship,3.380000,M0,4057.00
EPIC 211945201 b,EPIC 211945201,1,0,19.49221000,0.149300,5.760,0.514,27.00000,0.08495,Mass,0.650000,G0,6069.00
EPIC 212737443 b,EPIC 212737443,2,0,13.60300000,0.098000,2.586,0.231,7.20000,0.02270,M-R relationship,2.290000,K3,4684.00
EPIC 212737443 c,EPIC 212737443,2,0,65.55000000,0.280000,2.690,0.240,7.70000,0.02420,M-R relationship,2.170000,K3,4684.00
EPIC 220674823 b,EPIC 220674823,2,0,0.57129200,0.013260,1.725,0.154,8.21000,0.02583,Mass,8.770000,G5 V,5532.00
EPIC 220674823 c,EPIC 220674823,2,0,13.33970000,0.108300,2.836,0.253,8.90000,0.02800,Mass,2.120000,G5 V,5532.00
EPIC 229004835 b,EPIC 229004835,1,0,16.14113200,0.123700,2.332,0.208,10.40000,0.03272,Mass,4.490000,,5868.00
EPIC 246851721 b,EPIC 246851721,1,0,6.18023500,0.072290,11.781,1.051,953.49000,3.00000,Mass,3.100000,F5 V,6202.00
EPIC 249893012 b,EPIC 249893012,3,0,3.59510000,0.047000,1.950,0.174,8.75000,0.02753,Mass,6.390000,G8 IV/V,5430.00
EPIC 249893012 c,EPIC 249893012,3,0,15.62400000,0.130000,3.670,0.327,14.67000,0.04616,Mass,1.620000,G8 IV/V,5430.00
EPIC 249893012 d,EPIC 249893012,3,0,35.74700000,0.220000,3.940,0.352,10.18000,0.03203,Mass,0.910000,G8 IV/V,5430.00
G 264-012 b,G 264-012,2,0,2.30538000,0.022790,1.390,0.124,2.50000,0.00787,Msini,5.120000,M4.0 V,3326.00
G 264-012 c,G 264-012,2,0,8.05180000,0.052500,1.760,0.157,3.75000,0.01180,Msini,3.780000,M4.0 V,3326.00
GJ 1002 b,GJ 1002,2,0,10.34650000,0.045700,1.030,0.092,1.08000,0.00340,Msini,5.430000,M5.5 V,3024.00
GJ 1002 c,GJ 1002,2,0,21.20200000,0.073800,1.100,0.098,1.36000,0.00428,Msini,5.610000,M5.5 V,3024.00
GJ 1061 b,GJ 1061,3,0,3.20400000,0.021000,1.100,0.098,1.37000,0.00431,Msini,5.660000,M5.5 V,2953.00
GJ 1061 c,GJ 1061,3,0,6.68900000,0.035000,1.180,0.105,1.74000,0.00547,Msini,5.820000,M5.5 V,2953.00
GJ 1061 d,GJ 1061,3,0,13.03100000,0.054000,1.160,0.103,1.64000,0.00516,Msini,5.770000,M5.5 V,2953.00
GJ 1132 b,GJ 1132,2,0,1.62893100,0.015300,1.130,0.101,1.66000,0.00522,Mass,6.300000,M4.5 V,3270.00
GJ 1132 c,GJ 1132,2,0,8.92900000,0.047600,1.430,0.128,2.64000,0.00831,Msini,4.960000,M4.5 V,3270.00
GJ 1148 b,GJ 1148,2,0,41.38000000,0.166000,11.900,1.070,96.70000,0.30425,Msini,0.315000,M5,3287.00
GJ 1148 c,GJ 1148,2,0,532.58000000,0.912000,9.710,0.866,68.06000,0.21414,Msini,0.409000,M5,3287.00
GJ 1151 c,GJ 1151,1,0,389.70000000,0.571400,3.250,0.290,10.62000,0.03341,Msini,1.700000,M 4.5V,3280.00
GJ 1214 b,GJ 1214,1,0,1.58040453,0.015050,2.733,0.244,8.41000,0.02646,Mass,2.260000,M4 V,3101.00
GJ 1252 b,GJ 1252,1,0,0.51823310,0.009150,1.193,0.106,1.32000,0.00415,Mass,4.200000,M3,3458.00
GJ 1265 b,GJ 1265,1,0,3.65110000,0.026000,2.630,0.234,7.40000,0.02328,Msini,2.240000,M4.5 V,3236.00
GJ 143 b,GJ 143,2,0,35.61253000,0.191500,2.610,0.233,22.70000,0.07142,Mass,7.000000,K4.5,4640.00
GJ 15 A c,GJ 15 A,2,0,7600.00000000,5.400000,6.670,0.595,36.00000,0.11327,Msini,0.667000,M1,3607.00
GJ 160.2 b,GJ 160.2,1,0,5.23540000,0.053000,3.170,0.283,10.20000,0.03209,Msini,1.760000,M0 V,4347.00
GJ 163 b,GJ 163,3,0,8.63182000,0.060700,3.250,0.290,10.60000,0.03335,Msini,1.700000,M,3500.00
GJ 163 c,GJ 163,3,0,25.63058000,0.125400,2.500,0.223,6.80000,0.02140,Msini,2.390000,M,3500.00
GJ 163 d,GJ 163,3,0,603.95116000,1.030400,5.920,0.528,29.40000,0.09250,Msini,0.779000,M,3500.00
GJ 179 b,GJ 179,1,0,2288.00000000,2.410000,13.800,1.230,301.93699,0.95000,Mass,0.631000,M3.5 V,3370.00
GJ 180 b,GJ 180,3,0,17.13300000,0.092000,2.430,0.217,6.49000,0.02042,Msini,2.490000,M2 V,3371.00
GJ 180 c,GJ 180,3,0,24.32900000,0.129000,2.410,0.215,6.40000,0.02014,Msini,2.510000,M2 V,3371.00
GJ 180 d,GJ 180,3,0,106.30000000,0.309000,2.660,0.237,7.56000,0.02379,Msini,2.210000,M3,3811.50
GJ 2030 b,GJ 2030,2,0,2.38129000,0.034000,2.030,0.181,4.76743,0.01500,Msini,3.130000,,5485.00
GJ 2030 c,GJ 2030,2,0,25533.11353000,16.761000,12.300,1.100,4069.15709,12.80300,Mass,12.000000,,5485.00
GJ 2056 b,GJ 2056,1,0,69.97100000,0.283000,4.170,0.372,16.20000,0.05097,Msini,1.230000,M0V:,4069.95
GJ 229 A c,GJ 229,2,0,121.93268000,0.384000,2.870,0.256,8.58137,0.02700,Msini,1.990000,M1.5V,3912.54
GJ 229 b,GJ 229,2,0,579.47495000,1.086000,3.970,0.354,14.93794,0.04700,Msini,1.310000,M1/M2 V,3564.00
GJ 251 b,GJ 251,1,0,14.23800000,0.081800,1.830,0.163,4.00000,0.01259,Msini,3.590000,M3.0 V,3451.00
GJ 27.1 b,GJ 27.1,1,0,15.81900000,0.101000,3.660,0.327,13.00000,0.04090,Msini,1.460000,M0.5 V,3542.00
GJ 273 b,GJ 273,2,0,18.64980000,0.091101,1.510,0.135,2.89000,0.00909,Msini,4.610000,M3.5,3382.00
GJ 273 c,GJ 273,2,0,4.72340000,0.036467,1.060,0.094,1.18000,0.00371,Msini,5.440000,M3.5,3382.00
GJ 3021 b,GJ 3021,1,0,133.71000000,0.490000,13.100,1.170,1071.04000,3.37000,Msini,2.620000,G6 V,5540.00
GJ 3082 b,GJ 3082,1,0,11.94900000,0.079000,2.790,0.249,8.20000,0.02580,Msini,2.070000,M4,3910.00
GJ 3090 b,GJ 3090,1,0,2.85310540,0.031650,2.130,0.190,3.34000,0.01051,Mass,1.890000,M2 V,3556.00
GJ 3138 b,GJ 3138,3,0,1.22003000,0.019700,1.180,0.106,1.78000,0.00560,Msini,5.950000,M0,3717.00
GJ 3138 c,GJ 3138,3,0,5.97400000,0.057000,1.880,0.167,4.18000,0.01315,Msini,3.460000,M0,3717.00
GJ 3138 d,GJ 3138,3,0,257.80000000,0.698000,3.230,0.288,10.50000,0.03304,Msini,1.710000,M0,3717.00
GJ 317 b,GJ 317,2,0,695.66000000,1.151000,13.300,1.180,794.50000,2.50000,Mass,1.860000,M2.5 V,3492.73
GJ 317 c,GJ 317,2,0,6739.32300000,5.230000,13.500,1.200,522.50000,1.64396,Msini,1.170000,M2.5 V,3492.73
GJ 3222 b,GJ 3222,1,0,10.66669000,0.091000,3.400,0.303,11.44182,0.03600,Msini,1.600000,K0V,5257.46
GJ 328 b,GJ 328,2,0,3771.00000000,4.110000,13.300,1.180,797.74930,2.51000,Msini,1.860000,M0.0,3897.00
GJ 328 c,GJ 328,2,0,241.80000000,0.657000,4.910,0.438,21.40000,0.06733,Msini,0.993000,M0.0,3897.00
GJ 3293 b,GJ 3293,4,0,30.59870000,0.143390,5.190,0.463,23.54000,0.07406,Msini,0.925000,M2.5,3466.00
GJ 3293 c,GJ 3293,4,0,122.61960000,0.361750,4.870,0.434,21.09000,0.06636,Msini,1.000000,M2.5,3466.00
GJ 3293 d,GJ 3293,4,0,48.13450000,0.193940,2.670,0.238,7.60000,0.02391,Msini,2.190000,M2.5,3466.00
GJ 3293 e,GJ 3293,4,0,13.25430000,0.082080,1.630,0.145,3.28000,0.01032,Msini,4.160000,M2.5,3466.00
GJ 3323 b,GJ 3323,2,0,5.36360000,0.032820,1.230,0.109,2.02000,0.00636,Msini,5.960000,M4,3159.00
GJ 3323 c,GJ 3323,2,0,40.54000000,0.126400,1.320,0.118,2.31000,0.00727,Msini,5.520000,M4,3159.00
GJ 3341 b,GJ 3341,1,0,14.20700000,0.089000,2.460,0.219,6.60000,0.02080,Msini,2.440000,M2.5,3526.00
GJ 338 B b,GJ 338 B,1,0,24.42200000,0.142000,3.250,0.290,10.60000,0.03335,Msini,1.700000,M0 V,4014.00
GJ 3470 b,GJ 3470,1,0,3.33664960,0.035500,4.570,0.408,13.90000,0.04373,Mass,0.800000,M1.5,3600.00
GJ 3473 b,GJ 3473,2,0,1.19800350,0.015890,1.264,0.113,1.86000,0.00585,Mass,5.030000,M4,3347.00
GJ 3473 c,GJ 3473,2,0,15.50900000,0.087600,2.630,0.235,7.41000,0.02331,Msini,2.240000,M4,3347.00
GJ 3512 b,GJ 3512,2,0,203.69000000,0.337000,14.300,1.270,146.20107,0.46000,Msini,0.275000,M5.5 V,3081.00
GJ 3512 c,GJ 3512,2,0,1599.60000000,1.292000,9.320,0.832,63.56568,0.20000,Msini,0.431000,M5.5 V,3081.00
GJ 357 b,GJ 357,3,0,3.93060000,0.036000,1.200,0.107,1.84000,0.00579,Mass,5.600000,M2.5 V,3505.00
GJ 357 c,GJ 357,3,0,9.12470000,0.061000,1.660,0.148,3.40000,0.01070,Msini,4.080000,M2.5 V,3505.00
GJ 357 d,GJ 357,3,0,55.66100000,0.204000,2.340,0.209,6.10000,0.01919,Msini,2.620000,M2.5 V,3505.00
GJ 3634 b,GJ 3634,1,0,2.64561000,0.028700,2.830,0.253,8.40000,0.02600,Mass,2.040000,M2.5,3517.00
GJ 367 b,GJ 367,3,0,0.32192250,0.007090,0.699,0.062,0.63300,0.00199,Mass,10.200000,M1.0 V,3522.00
GJ 3779 b,GJ 3779,1,0,3.02320000,0.026000,2.750,0.245,8.00000,0.02517,Msini,2.110000,M4.0 V,3324.00
GJ 3929 b,GJ 3929,2,0,2.61623500,0.025200,1.090,0.097,1.75000,0.00551,Mass,7.300000,M3.5 V,3384.00
GJ 3929 c,GJ 3929,2,0,15.04000000,0.081000,2.260,0.201,5.71000,0.01797,Msini,2.720000,M3.5 V,3384.00
GJ 393 b,GJ 393,1,0,7.02679000,0.054020,1.170,0.104,1.71000,0.00538,Msini,5.870000,M2.0 V,3579.00
GJ 3942 b,GJ 3942,1,0,6.90500000,0.060800,2.570,0.229,7.14000,0.02246,Msini,2.310000,M0,3867.00
GJ 3988 b,GJ 3988,1,0,6.94420000,0.040500,1.740,0.156,3.69000,0.01161,Msini,3.850000,M4.5 V,3273.00
GJ 3998 b,GJ 3998,2,0,2.64977000,0.029000,1.380,0.123,2.47000,0.00777,Msini,5.160000,M1,3722.00
GJ 3998 c,GJ 3998,2,0,13.74000000,0.089000,2.380,0.212,6.26000,0.01970,Msini,2.550000,M1,3722.00
GJ 411 b,GJ 411,2,0,12.93940000,0.078790,1.450,0.129,2.69000,0.00846,Msini,4.850000,M1.5 V,3719.00
GJ 414 A b,GJ 414 A,2,0,50.80000000,0.232400,2.630,0.235,7.60000,0.02391,Msini,2.300000,K7 V,4120.00
